Lokasi,Jam Login,Nama,Email,No Telp,Tahun Lahir,Merk HP,Digital Interest,Tipe Lokasi,Duration,Usia
Jakarta,3:00,Abroor,abroor8065@yahoo.com,8077639336,2007,iPhone,Sport,Home,146,17
Jakarta,4:00,Sekuk,sekuk6845@yahoo.com,8054603701,2012,iPhone,Food,Home,32,12
Jakarta,5:00,Amarah,amarah4877@yahoo.com,8019933602,2015,iPhone,Politic,Home,145,9
Jakarta,6:00,Claudya,claudya2863@gmail.com,8056331135,1993,iPhone,Food,Home,39,31
Jakarta,7:00,Susanti,susanti2049@gmail.com,8014819539,2001,iPhone,Politic,Home,122,23
Aceh,8:00,Marisha,marisha7109@yahoo.com,8050031357,2014,Xiaomi,Politic,Home,92,10
Aceh,9:00,Saputro,saputro1416@yahoo.com,8086767702,2002,Samsung,Sport,Home,56,22
Aceh,10:00,Micelle,micelle4577@gmail.com,8076601644,1991,Xiaomi,Food,Home,132,33
Aceh,11:00,Aswin,aswin8219@yahoo.com,8050929245,1990,Xiaomi,Food,Home,65,34
Aceh,12:00,Ziyad,ziyad6331@gmail.com,8066456650,2012,Samsung,Food,Home,48,12
Aceh,13:00,Pahlevi,pahlevi4127@gmail.com,8076112639,1993,Xiaomi,Food,Home,47,31
Palembang,14:00,Chyntia,chyntia3249@gmail.com,8026999651,2011,Xiaomi,Food,Home,128,13
Palembang,15:00,Evitarina,evitarina1803@gmail.com,8075001224,1995,Samsung,Politic,Home,128,29
Palembang,16:00,Khoir,khoir3713@gmail.com,8054486442,2014,iPhone,Food,Home,123,10
Palembang,17:00,Alfalianto,alfalianto2239@yahoo.com,8091955573,2007,Xiaomi,Food,Home,62,17
Palembang,18:00,Agust,agust4923@gmail.com,8034970919,1994,Oppo,Sport,Home,76,30
Palembang,19:00,Jumade,jumade2989@gmail.com,8020924306,1993,iPhone,Education,Home,26,31
Palembang,20:00,Loprez,loprez1014@yahoo.com,8098082808,1995,iPhone,Sport,Home,88,29
Palembang,21:00,Jennifer,jennifer7084@yahoo.com,8062032937,2009,Oppo,Education,Home,46,15
Palembang,22:00,James,james2919@yahoo.com,8026981398,1993,iPhone,Food,Home,102,31
Palembang,23:00,Wink,wink8189@yahoo.com,8078692765,2000,Xiaomi,Education,Home,41,24
Palembang,0:00,Hudayan,hudayan9151@yahoo.com,8016415544,2009,iPhone,Politic,Home,105,15
Balikpapan,1:00,Namast,namast2518@yahoo.com,8097225590,2010,iPhone,Sport,Home,134,14
Balikpapan,2:00,Tamenna,tamenna4840@yahoo.com,8080245485,1999,Samsung,Politic,Home,34,25
Balikpapan,3:00,Atif,atif6376@gmail.com,8071659303,2015,Samsung,Education,Home,140,9
Balikpapan,4:00,Wais,wais1344@gmail.com,8079646095,1993,Samsung,Food,Home,69,31
Balikpapan,5:00,Marbun,marbun2755@gmail.com,8049287002,2013,Oppo,Food,Home,81,11
Balikpapan,6:00,Rara,rara2873@gmail.com,8033490509,1996,iPhone,Politic,Home,148,28
Balikpapan,7:00,Gusti,gusti1640@gmail.com,8090964065,1996,Oppo,Politic,Home,89,28
Balikpapan,8:00,Prayuda,prayuda8864@gmail.com,8075949057,2010,Oppo,Fashion,Home,95,14
Balikpapan,9:00,Dio,dio8976@yahoo.com,8069729229,1997,Samsung,Fashion,Home,89,27
Makassar,10:00,Ajie,ajie5041@gmail.com,8062688625,2014,Xiaomi,Sport,Home,26,10
Makassar,11:00,Kholiq,kholiq9992@gmail.com,8045440709,2011,Oppo,Politic,Home,101,13
Makassar,12:00,Asha,asha1674@gmail.com,8040574653,2005,iPhone,Fashion,Home,79,19
Makassar,13:00,Bagata,bagata6549@gmail.com,8075759103,2012,Samsung,Fashion,Home,141,12
Makassar,14:00,Kholis,kholis9967@yahoo.com,8081754116,1993,iPhone,Politic,Home,54,31
Makassar,15:00,Lidwina,lidwina8941@gmail.com,8097246903,1999,Xiaomi,Education,Home,40,25
Makassar,16:00,Greyna,greyna2250@gmail.com,8098736360,1990,iPhone,Politic,Home,81,34
Makassar,17:00,Amrizal,amrizal9025@yahoo.com,8085456890,1991,Oppo,Sport,Home,104,33
Makassar,18:00,Arizal,arizal9587@gmail.com,8014689880,1999,iPhone,Education,Home,127,25
Makassar,19:00,Hutami,hutami5870@yahoo.com,8067735312,2014,iPhone,Education,Home,111,10
Makassar,20:00,Alesta,alesta2667@yahoo.com,8046996682,2010,iPhone,Sport,Home,140,14
Makassar,21:00,Natasya,natasya3131@yahoo.com,8097107652,1996,Oppo,Politic,Home,91,28
Makassar,22:00,Jeane,jeane2138@yahoo.com,8019352595,2000,Xiaomi,Food,Home,34,24
Makassar,23:00,Fallah,fallah7730@yahoo.com,8047458241,1999,Xiaomi,Politic,Home,91,25
Yogyakarta,0:00,Puspita,puspita2644@yahoo.com,8021473166,2012,iPhone,Food,Home,144,12
Yogyakarta,1:00,Dawin,dawin1090@yahoo.com,8083614099,2001,Oppo,Politic,Home,86,23
Yogyakarta,2:00,Winadar,winadar3771@gmail.com,8035815891,2014,Oppo,Sport,Home,101,10
Yogyakarta,3:00,Darmy,darmy1142@yahoo.com,8058800263,1990,Xiaomi,Food,Home,101,34
Yogyakarta,4:00,Ulos,ulos6333@gmail.com,8099731511,2006,Xiaomi,Sport,Home,102,18
Yogyakarta,5:00,Mandaa,mandaa9420@yahoo.com,8011088276,1999,Samsung,Fashion,Home,149,25
Yogyakarta,6:00,Qin,qin9544@yahoo.com,8021894811,1991,Xiaomi,Fashion,Home,92,33
Papua,7:00,Jete,jete3686@gmail.com,8040746468,1995,iPhone,Fashion,Home,101,29
Papua,8:00,Junior,junior5785@yahoo.com,8015971644,1998,iPhone,Fashion,Home,139,26
Papua,9:00,Guta,guta7071@gmail.com,8063163380,2004,Samsung,Politic,Home,136,20
Papua,10:00,Gate,gate5582@gmail.com,8014674945,1994,Oppo,Fashion,Home,57,30
Papua,11:00,Goma,goma6198@gmail.com,8046246063,2014,Oppo,Sport,Home,29,10
Papua,12:00,Margo,margo3653@yahoo.com,8096070524,1994,Samsung,Sport,Home,149,30
Bandung,13:00,Arel,arel9057@yahoo.com,8057263073,2012,iPhone,Education,Home,93,12
Bandung,14:00,Zoma,zoma9834@gmail.com,8096534052,2005,Oppo,Politic,Home,111,19
Bandung,15:00,Fikan,fikan2797@gmail.com,8062483558,1991,iPhone,Fashion,Home,33,33
Bandung,16:00,Keno,keno4268@gmail.com,8089668160,1998,iPhone,Sport,Home,87,26
Bandung,17:00,Mial,mial6538@yahoo.com,8092873599,1992,Xiaomi,Education,Office,115,32
Bandung,18:00,Rafiq,rafiq4081@yahoo.com,8083489419,2008,Xiaomi,Sport,Cafe,62,16
Bandung,19:00,Jovan,jovan9529@yahoo.com,8033875593,2015,iPhone,Fashion,Office,97,9
Bandung,20:00,Silka,silka8138@yahoo.com,8028188269,2004,Xiaomi,Education,Office,150,20
Bandung,21:00,Tonar,tonar6154@yahoo.com,8089908857,2014,Xiaomi,Politic,Office,65,10
Bandung,22:00,Yeral,yeral5684@gmail.com,8042996718,2006,Xiaomi,Fashion,Office,75,18
Bandung,23:00,Dakri,dakri9313@gmail.com,8094730623,1994,Oppo,Education,Home,26,30
Bandung,0:00,Fenzo,fenzo5702@yahoo.com,8079032187,1996,Oppo,Fashion,Mall,39,28
Bandung,1:00,Livra,livra4441@gmail.com,8048197696,2013,Oppo,Food,Cafe,111,11
Bandung,18:00,Narin,narin3183@yahoo.com,8066335427,1992,Oppo,Sport,Mall,39,32
Bandung,16:00,Wofal,wofal8259@yahoo.com,8073966893,1991,Oppo,Sport,Mall,50,33
Bandung,17:00,Juvan,juvan3651@gmail.com,8057967571,2008,iPhone,Sport,Mall,51,16
Bandung,18:00,Herto,herto5389@yahoo.com,8073285125,2010,iPhone,Food,Mall,112,14
Bandung,19:00,Balno,balno1799@yahoo.com,8066602691,1996,iPhone,Food,Mall,129,28
Bandung,20:00,Pexar,pexar3132@gmail.com,8072780678,2003,Xiaomi,Politic,Mall,74,21
Bandung,21:00,Vyrel,vyrel7667@gmail.com,8033988566,1997,Samsung,Sport,Mall,51,27
Surabaya,22:00,Lofin,lofin1936@gmail.com,8024139241,2009,Samsung,Sport,Mall,63,15
Surabaya,23:00,Genzo,genzo8781@gmail.com,8018535549,2014,iPhone,Politic,Mall,25,10
Surabaya,0:00,Darno,darno6074@gmail.com,8085398654,1990,Oppo,Politic,Mall,95,34
Surabaya,1:00,Sevri,sevri3571@gmail.com,8054635849,1999,Samsung,Food,Mall,85,25
Surabaya,2:00,Tarnik,tarnik8168@gmail.com,8021548588,2007,Xiaomi,Sport,Mall,34,17
Surabaya,3:00,Onrez,onrez1221@yahoo.com,8038549220,1994,Oppo,Politic,Mall,130,30
Surabaya,4:00,Krelos,krelos5101@gmail.com,8075722920,1997,Oppo,Fashion,Mall,54,27
Surabaya,5:00,Galrin,galrin3445@yahoo.com,8083007142,2014,Xiaomi,Sport,Home,49,10
Surabaya,6:00,Vinmar,vinmar7730@gmail.com,8091345670,2010,Oppo,Education,Home,49,14
Surabaya,7:00,Yezra,yezra4886@yahoo.com,8067914252,2001,Oppo,Sport,Home,60,23
Surabaya,8:00,Wiora,wiora6446@gmail.com,8076147091,2011,Oppo,Fashion,Home,74,13
Surabaya,9:00,Claxon,claxon4967@yahoo.com,8028631551,1999,Samsung,Politic,Home,76,25
Surabaya,10:00,Quorin,quorin1492@yahoo.com,8049884775,2012,Xiaomi,Fashion,Home,79,12
Surabaya,11:00,Zarker,zarker3636@yahoo.com,8073152272,2009,Oppo,Education,Home,108,15
Surabaya,12:00,Faliro,faliro1618@yahoo.com,8095459253,2013,Xiaomi,Fashion,Home,130,11
Jakarta,13:00,Perdic,perdic5276@yahoo.com,8099821454,2004,Xiaomi,Education,Home,50,20
Jakarta,14:00,Joslen,joslen7686@gmail.com,8012238863,2007,Oppo,Sport,Home,45,17
Jakarta,15:00,Remvar,remvar1342@yahoo.com,8098061455,1998,Xiaomi,Fashion,Home,127,26
Jakarta,16:00,Fynrik,fynrik1064@gmail.com,8083443525,2015,Samsung,Fashion,Home,79,9
Jakarta,17:00,Boldan,boldan6694@gmail.com,8050972560,1994,Xiaomi,Food,Home,145,30
Jakarta,18:00,Uvalic,uvalic4883@gmail.com,8024854866,2000,Oppo,Politic,Home,148,24
Jakarta,19:00,Nexlor,nexlor8120@gmail.com,8030744622,1992,Samsung,Sport,Home,61,32
Jakarta,20:00,Etryx,etryx6519@gmail.com,8044684408,2002,Samsung,Fashion,Home,87,22
Jakarta,21:00,Maltek,maltek6106@gmail.com,8068278133,2011,Xiaomi,Food,Home,150,13
Jakarta,22:00,Larven,larven9658@yahoo.com,8029234520,2002,iPhone,Fashion,Home,143,22
Jakarta,23:00,Bilzar,bilzar8489@gmail.com,8017811780,1996,Xiaomi,Food,Home,140,28
Jakarta,0:00,Xerdic,xerdic8856@yahoo.com,8027111149,2009,Oppo,Sport,Home,66,15
Jakarta,1:00,Camron,camron5698@yahoo.com,8096842454,1999,Xiaomi,Politic,Home,114,25
Jakarta,2:00,Javer,javer6093@gmail.com,8027101129,1992,Samsung,Politic,Home,67,32
Jakarta,3:00,Stofon,stofon7174@yahoo.com,8081747349,2003,Samsung,Sport,Home,124,21
Jakarta,4:00,Ulzar,ulzar8205@yahoo.com,8067760798,1994,iPhone,Politic,Home,86,30
Jakarta,5:00,Norix,norix8345@yahoo.com,8094138755,1990,Samsung,Politic,Home,101,34
Jakarta,6:00,Qymar,qymar6138@yahoo.com,8013482163,1994,Oppo,Politic,Home,107,30
Jakarta,7:00,Zektar,zektar5013@yahoo.com,8059700694,2008,Oppo,Food,Home,61,16
Jakarta,8:00,Elzar,elzar3930@yahoo.com,8096760955,1998,Samsung,Fashion,Home,69,26
Jakarta,9:00,Rimfon,rimfon1920@gmail.com,8080351329,1999,iPhone,Sport,Home,143,25
Jakarta,10:00,Tovrik,tovrik1213@gmail.com,8059009314,2000,iPhone,Sport,Home,100,24
Jakarta,11:00,Varlin,varlin1999@yahoo.com,8046191656,1998,Xiaomi,Politic,Home,126,26
Jakarta,12:00,Fyrren,fyrren4855@yahoo.com,8013083068,2013,Xiaomi,Food,Home,51,11
Jakarta,13:00,Zypher,zypher7512@yahoo.com,8078269591,2000,Oppo,Food,Home,42,24
Jakarta,14:00,Nexren,nexren6294@yahoo.com,8088595203,1998,Oppo,Education,Home,110,26
Jakarta,15:00,Jokar,jokar9443@gmail.com,8035258734,2004,Oppo,Fashion,Home,87,20
Jakarta,16:00,Marqin,marqin3205@gmail.com,8092729992,1991,Xiaomi,Food,Home,26,33
Jakarta,18:00,Valrik,valrik5179@gmail.com,8023430430,2001,Samsung,Fashion,Home,32,23
Jakarta,19:00,Venroz,venroz9881@yahoo.com,8091246908,1998,Oppo,Education,Home,136,26
Yogyakarta,20:00,Dremon,dremon6631@gmail.com,8035720026,2009,Samsung,Sport,Home,82,15
Yogyakarta,21:00,Kovlen,kovlen3034@gmail.com,8022712163,2012,Xiaomi,Education,Home,114,12
Yogyakarta,22:00,Xanvo,xanvo1289@yahoo.com,8011107503,1995,Xiaomi,Sport,Home,130,29
Yogyakarta,23:00,Rorlen,rorlen7534@gmail.com,8061797052,2010,Oppo,Education,Home,74,14
Yogyakarta,0:00,Zelpar,zelpar3358@gmail.com,8071891351,2015,Oppo,Education,Home,62,9
Yogyakarta,1:00,Hilva,hilva8206@yahoo.com,8048296888,1990,Xiaomi,Education,Home,66,34
Yogyakarta,2:00,Donrex,donrex5436@yahoo.com,8045860529,2010,Samsung,Fashion,Home,116,14
Yogyakarta,3:00,Vertan,vertan4226@yahoo.com,8083059655,2009,Xiaomi,Politic,Home,141,15
Yogyakarta,4:00,Wilmar,wilmar9839@gmail.com,8050321284,2005,Samsung,Politic,Cafe,89,19
Yogyakarta,5:00,Rovlen,rovlen7606@yahoo.com,8010306389,2002,iPhone,Politic,Cafe,146,22
Yogyakarta,6:00,Menzor,menzor8048@gmail.com,8067855422,2013,iPhone,Sport,Cafe,150,11
Yogyakarta,7:00,Tilrek,tilrek6424@yahoo.com,8016590645,1993,Xiaomi,Politic,Cafe,37,31
Yogyakarta,8:00,Syral,syral2951@gmail.com,8072352565,2002,Xiaomi,Politic,Cafe,120,22
Yogyakarta,9:00,Omrek,omrek3751@yahoo.com,8031499933,2013,Xiaomi,Education,Home,120,11
Yogyakarta,10:00,Jerno,jerno4708@yahoo.com,8016060775,2007,iPhone,Sport,Home,89,17
Depok,11:00,Karix,karix8938@gmail.com,8051969959,1990,Xiaomi,Food,Home,53,34
Depok,12:00,Tanvok,tanvok2390@yahoo.com,8051415945,2003,Samsung,Fashion,Home,122,21
Depok,13:00,Plizen,plizen7311@yahoo.com,8015039946,1995,iPhone,Food,Home,53,29
Depok,10:00,Baxil,baxil9942@yahoo.com,8043389630,1997,Samsung,Food,Home,79,27
Depok,11:00,Yonter,yonter1795@gmail.com,8059712179,1998,Oppo,Sport,Home,32,26
Depok,12:00,Clivan,clivan6241@yahoo.com,8042433918,1992,Xiaomi,Food,Home,109,32
Depok,13:00,Fraldo,fraldo3502@yahoo.com,8076820058,1998,Samsung,Politic,Home,38,26
Depok,14:00,Orvine,orvine9658@yahoo.com,8013998805,1992,Xiaomi,Fashion,Home,72,32
Depok,15:00,Welzak,welzak2074@yahoo.com,8028325502,1999,iPhone,Sport,Home,88,25
Depok,13:00,Kestri,kestri9636@yahoo.com,8060146502,1992,Xiaomi,Politic,Home,109,32
Depok,13:00,Melzar,melzar6503@yahoo.com,8034265041,1997,iPhone,Food,Home,26,27
Depok,17:00,Finvor,finvor8297@gmail.com,8083225507,2001,Xiaomi,Fashion,Home,51,23
Depok,18:00,Parnic,parnic3854@yahoo.com,8064242389,1999,iPhone,Food,Home,85,25
Depok,19:00,Rolvic,rolvic9448@gmail.com,8031072104,2006,Oppo,Education,Home,26,18
Depok,10:00,Jasvin,jasvin5671@yahoo.com,8039054379,2012,iPhone,Education,Home,48,12
Depok,12:00,Zumrik,zumrik6738@yahoo.com,8054809136,2001,Samsung,Education,Home,93,23
Depok,12:00,Vulnar,vulnar3238@gmail.com,8033980196,1995,Xiaomi,Sport,Home,100,29
Depok,19:00,Belzor,belzor5820@yahoo.com,8093333976,1993,Xiaomi,Fashion,Home,40,31
Bekasi,18:00,Tralix,tralix1506@yahoo.com,8063649459,1999,Oppo,Fashion,Home,64,25
Bekasi,13:00,Lynvar,lynvar2894@yahoo.com,8018042634,2010,Samsung,Politic,Home,144,14
Bekasi,13:00,Serdan,serdan2720@gmail.com,8023447986,1996,Oppo,Politic,Home,56,28
Bekasi,14:00,Zovrik,zovrik5205@yahoo.com,8047317746,1992,Xiaomi,Sport,Home,25,32
Bekasi,23:00,Camrok,camrok7156@gmail.com,8015800236,2009,iPhone,Politic,Home,41,15
Bekasi,20:00,Dalken,dalken3527@yahoo.com,8089338580,2004,Oppo,Fashion,Home,95,20
Bekasi,22:00,Dore,dore9503@yahoo.com,8044239159,2006,Samsung,Politic,Home,119,18
Bekasi,20:00,Bria,bria5395@gmail.com,8019701321,2013,Samsung,Fashion,Mall,85,11
Bekasi,20:00,Lynox,lynox4484@gmail.com,8026909145,2013,iPhone,Fashion,Mall,125,11
Bekasi,18:00,Xeno,xeno4269@gmail.com,8061006099,2002,Oppo,Politic,Mall,61,22
Bekasi,19:00,Faldor,faldor8389@gmail.com,8035058039,1994,Samsung,Sport,Mall,42,30
Bekasi,13:00,Zair,zair1052@gmail.com,8046633879,1991,Oppo,Education,Mall,49,33
Bekasi,3:00,Tine,tine5041@yahoo.com,8038838805,2009,Oppo,Fashion,Mall,131,15
Bekasi,20:00,Quilo,quilo9150@yahoo.com,8047988636,2013,iPhone,Fashion,Mall,105,11
Cikarang,18:00,Moza,moza9014@yahoo.com,8072200581,2013,Samsung,Fashion,Mall,143,11
Cikarang,10:00,Draiv,draiv9893@yahoo.com,8027017551,2008,Samsung,Politic,Mall,67,16
Cikarang,9:00,Vore,vore2814@gmail.com,8025100026,2012,Xiaomi,Sport,Mall,49,12
Cikarang,22:00,Finlo,finlo7009@gmail.com,8058428800,1992,Samsung,Fashion,Mall,84,32
Cikarang,23:00,Roza,roza1157@yahoo.com,8042745317,2003,Oppo,Sport,Mall,88,21
Cikarang,10:00,Lerix,lerix9108@gmail.com,8055977149,2000,Samsung,Fashion,Mall,60,24
Cikarang,11:00,Ysol,ysol4813@gmail.com,8020199295,2013,Samsung,Politic,Mall,41,11
Bali,12:00,Zira,zira2339@yahoo.com,8052877340,2007,Oppo,Politic,Mall,123,17
Bali,13:00,Lira,lira6961@gmail.com,8086958016,2011,iPhone,Politic,Mall,68,13
Bali,14:00,Riko,riko9701@yahoo.com,8021379766,2013,Oppo,Education,Mall,70,11
Bali,15:00,Hira,hira5416@yahoo.com,8072662747,2008,Samsung,Education,Mall,148,16
Bali,16:00,Davi,davi8294@yahoo.com,8022826145,2003,iPhone,Education,Mall,128,21
Bali,17:00,Tala,tala1878@yahoo.com,8062632073,1999,Xiaomi,Food,Office,82,25
Bali,18:00,Pilo,pilo4030@yahoo.com,8069317598,2001,Oppo,Food,Office,48,23
Bali,19:00,Kera,kera3930@gmail.com,8051271792,2002,Oppo,Politic,Office,41,22
Bali,20:00,Vira,vira3081@yahoo.com,8021633258,2014,Xiaomi,Education,Office,44,10
Bali,21:00,Talu,talu2750@yahoo.com,8047045566,1997,Xiaomi,Politic,Office,63,27
Bali,22:00,Firko,firko1812@gmail.com,8058863865,1992,iPhone,Fashion,Office,120,32
Bali,23:00,Sema,sema8885@gmail.com,8032788634,1992,iPhone,Food,Office,57,32
Bali,0:00,Ronan,ronan6893@yahoo.com,8066117393,2008,Samsung,Politic,Office,79,16
Bali,1:00,Tarno,tarno3420@yahoo.com,8060535352,1993,iPhone,Education,Office,139,31
Bali,2:00,Zarif,zarif6897@gmail.com,8099665930,1994,iPhone,Food,Office,58,30
Bali,3:00,Alva,alva1937@gmail.com,8041644880,2008,Samsung,Food,Office,94,16
Bali,4:00,Taran,taran1915@gmail.com,8061700113,2010,iPhone,Politic,Office,88,14
Bali,5:00,Damri,damri4682@yahoo.com,8078156270,1998,iPhone,Education,Office,135,26
Bali,6:00,Arlo,arlo3407@yahoo.com,8074345979,2011,Oppo,Politic,Office,122,13
Bali,7:00,Biora,biora8403@yahoo.com,8043433760,1993,Samsung,Food,Office,140,31
Bali,8:00,Lirka,lirka6082@gmail.com,8062411171,2013,Samsung,Politic,Office,42,11
Bali,9:00,Kavi,kavi7916@yahoo.com,8080730709,1994,iPhone,Sport,Office,85,30
Bali,10:00,Senna,senna3018@yahoo.com,8025237318,2014,Xiaomi,Fashion,Office,63,10
Bali,11:00,Lirao,lirao7337@gmail.com,8055744838,1997,Oppo,Politic,Office,59,27
Bali,12:00,Mazza,mazza2958@yahoo.com,8068685584,2013,Xiaomi,Politic,Office,125,11
Bali,13:00,Nayla,nayla8705@gmail.com,8049810551,1994,Xiaomi,Food,Cafe,111,30
Bali,14:00,Fira,fira7427@yahoo.com,8056641846,2013,iPhone,Fashion,Cafe,86,11
Bali,15:00,Gorio,gorio9408@gmail.com,8022354674,2011,Xiaomi,Education,Cafe,115,13
Bali,23:00,Kafin,kafin7004@yahoo.com,8060143430,2009,Xiaomi,Food,Cafe,128,15
Bali,0:00,Vairo,vairo9449@gmail.com,8032076558,2001,Xiaomi,Education,Cafe,26,23
Bali,1:00,Lora,lora7342@yahoo.com,8045894310,1990,Oppo,Food,Cafe,149,34
Bali,20:00,Tima,tima6216@gmail.com,8092765986,2006,Xiaomi,Politic,Cafe,93,18
Bali,21:00,Sifo,sifo2441@gmail.com,8060314567,1992,iPhone,Fashion,Cafe,105,32
Bali,22:00,Kade,kade9519@gmail.com,8049380452,1997,iPhone,Food,Cafe,140,27
Bali,23:00,Saro,saro8461@yahoo.com,8080825197,1992,iPhone,Sport,Cafe,124,32
Bali,0:00,Fae,fae8777@gmail.com,8088125095,2011,Samsung,Food,Cafe,65,13
Bali,1:00,Rilo,rilo3829@gmail.com,8028520683,1997,Oppo,Fashion,Cafe,88,27
Bali,2:00,Zaro,zaro7623@gmail.com,8051590169,2000,Samsung,Sport,Cafe,83,24
Bali,3:00,Kira,kira4956@yahoo.com,8020023867,1993,Oppo,Fashion,Cafe,96,31
Bali,15:00,Irza,irza8908@gmail.com,8011762966,2006,iPhone,Education,Cafe,133,18
Bali,16:00,Daro,daro3246@yahoo.com,8061290879,2005,Samsung,Food,Cafe,136,19
Bali,17:00,Mia,mia6124@gmail.com,8051377201,1995,Oppo,Fashion,Cafe,137,29
Bali,18:00,Vilo,vilo1765@gmail.com,8097333540,1992,Samsung,Sport,Cafe,88,32
Bali,19:00,Nira,nira7983@yahoo.com,8013066638,1997,Oppo,Sport,Cafe,138,27
Bali,20:00,Pexon,pexon3921@gmail.com,8050092495,2000,Samsung,Politic,Cafe,40,24
Bali,21:00,Simro,simro6779@gmail.com,8052453216,1991,Samsung,Fashion,Cafe,32,33
Bali,22:00,Ranu,ranu3351@gmail.com,8055755604,1992,Samsung,Fashion,Cafe,89,32
Bali,23:00,Kiora,kiora2251@gmail.com,8070298656,2004,iPhone,Fashion,Cafe,62,20
Bali,0:00,Orva,orva5016@yahoo.com,8089612686,1993,Oppo,Politic,Cafe,145,31
Bali,1:00,Rika,rika7401@gmail.com,8032040191,2013,iPhone,Education,Cafe,128,11
Bali,2:00,Lezo,lezo1323@gmail.com,8056149059,2000,Samsung,Politic,Cafe,95,24
Bali,3:00,Zuna,zuna2851@gmail.com,8046419897,1992,Oppo,Food,Cafe,89,32
Bali,4:00,Makro,makro9351@gmail.com,8034200179,2012,Xiaomi,Education,Cafe,71,12
Bali,5:00,Juro,juro6903@yahoo.com,8069673400,1990,Oppo,Politic,Home,110,34
Bali,6:00,Vaio,vaio3666@yahoo.com,8072310589,2012,Oppo,Sport,Home,36,12
Bali,7:00,Xana,xana8150@yahoo.com,8022739408,2000,Oppo,Food,Home,38,24
Bali,8:00,Zevi,zevi8925@gmail.com,8071868422,2008,Samsung,Food,Home,26,16
Bali,9:00,Milor,milor5178@gmail.com,8082116257,1993,iPhone,Food,Home,133,31
Bali,10:00,Kenta,kenta8776@yahoo.com,8093480992,1998,Oppo,Politic,Home,65,26
Bali,11:00,Pirol,pirol2282@gmail.com,8035410177,1990,Xiaomi,Education,Home,144,34
Bali,12:00,Lian,lian5075@gmail.com,8079312794,2006,Xiaomi,Politic,Home,25,18
Bali,13:00,Asan,asan9209@yahoo.com,8050851522,2009,Samsung,Politic,Home,124,15
Bali,14:00,Rivo,rivo4516@gmail.com,8070141321,1997,iPhone,Food,Home,113,27
Bali,15:00,Luno,luno2382@yahoo.com,8020053146,1996,Samsung,Food,Home,84,28
Bali,16:00,Moro,moro8387@gmail.com,8061881533,1991,Samsung,Politic,Home,108,33
Bali,17:00,Talvi,talvi7821@yahoo.com,8014860831,2010,Samsung,Fashion,Home,109,14
Bali,18:00,Kiso,kiso7409@yahoo.com,8041862274,1997,iPhone,Fashion,Home,104,27
Bali,19:00,Nadro,nadro8008@gmail.com,8098247765,2005,Xiaomi,Politic,Home,65,19
Bali,20:00,Daeli,daeli9374@gmail.com,8056158391,2012,Oppo,Sport,Home,76,12
Bali,21:00,Lito,lito3394@gmail.com,8065126269,2010,Oppo,Food,Home,28,14
Bali,22:00,Geza,geza8442@gmail.com,8041440308,2009,Samsung,Food,Home,53,15
Bali,23:00,Faro,faro7173@gmail.com,8037119532,2000,Samsung,Politic,Home,113,24
Bali,0:00,Isko,isko5572@yahoo.com,8067637520,2002,Samsung,Education,Home,124,22
Bali,1:00,Furro,furro8501@yahoo.com,8064004839,1993,Xiaomi,Education,Home,139,31
Bali,2:00,Niko,niko2864@gmail.com,8047636306,1998,iPhone,Sport,Home,117,26
Bali,3:00,Ledo,ledo3545@yahoo.com,8070003952,2015,iPhone,Sport,Home,139,9
Bali,4:00,Tavio,tavio3579@yahoo.com,8026006591,2009,Samsung,Politic,Home,102,15
Bali,5:00,Vinor,vinor7799@yahoo.com,8047481909,2014,Samsung,Education,Home,108,10
Bali,6:00,Biro,biro3267@yahoo.com,8098762932,1996,Oppo,Politic,Home,56,28
Bali,7:00,Alin,alin5126@gmail.com,8070039195,2015,Samsung,Food,Home,123,9
Bali,8:00,Tera,tera9953@yahoo.com,8094354364,1991,Oppo,Fashion,Home,95,33
Bali,9:00,Toran,toran3903@gmail.com,8084547812,2007,Samsung,Food,Home,93,17
Bali,10:00,Remik,remik6526@yahoo.com,8021859894,1997,iPhone,Sport,Home,71,27
Bali,11:00,Feyn,feyn9623@gmail.com,8094144306,2009,Xiaomi,Education,Home,150,15
Bali,12:00,Rido,rido3670@gmail.com,8079194062,1992,Samsung,Education,Home,32,32
Bali,13:00,Zelo,zelo2669@yahoo.com,8068601726,2011,Samsung,Education,Home,60,13
Bali,14:00,Yanis,yanis7215@yahoo.com,8010225457,1991,iPhone,Politic,Home,145,33
Bali,15:00,Fanta,fanta4534@gmail.com,8021905186,1991,Xiaomi,Education,Home,57,33
Bali,16:00,Kiro,kiro8243@gmail.com,8055820368,2008,Oppo,Education,Home,125,16
Bali,17:00,Rasi,rasi7851@yahoo.com,8058997774,1997,Samsung,Politic,Home,74,27
Bali,18:00,Kivo,kivo7099@yahoo.com,8079485833,1997,iPhone,Education,Home,87,27
Bali,19:00,Mavi,mavi1801@gmail.com,8074363099,2011,Samsung,Fashion,Home,119,13
Bali,20:00,Savi,savi4457@gmail.com,8072196768,1990,iPhone,Politic,Home,52,34
Bali,21:00,Vani,vani7653@yahoo.com,8066552098,2001,Samsung,Sport,Home,65,23
Nusa Tenggara,22:00,Rino,rino4754@gmail.com,8093587866,2012,Samsung,Fashion,Home,46,12
Nusa Tenggara,23:00,Ronu,ronu6170@yahoo.com,8052729763,1990,Oppo,Sport,Home,57,34
